cve_id,risk_score,predicted_day_to_kev_quantile,description,vendorProject,product,vulnerabilityName
CVE-2025-65796,1.0,0.004240011226851852,,,,
CVE-2025-65795,1.0,0.004240011226851852,,,,
CVE-2025-65675,1.0,0.004240011226851852,,,,
CVE-2025-66321,1.0,0.004240011226851852,,,,
CVE-2025-66320,1.0,0.004240011226851852,,,,
CVE-2025-66296,1.0,0.004240011226851852,,,,
CVE-2025-66295,1.0,0.004240011226851852,,,,
CVE-2025-66294,1.0,0.004240011226851852,,,,
CVE-2025-66271,1.0,0.004240011226851852,,,,
CVE-2025-66222,1.0,0.004240011226851852,,,,
CVE-2025-66220,1.0,0.004240011226851852,,,,
CVE-2025-66208,1.0,0.004240011226851852,,,,
CVE-2025-66206,1.0,0.004240011226851852,,,,
CVE-2025-66205,1.0,0.004240011226851852,,,,
CVE-2025-66200,1.0,0.004240011226851852,,,,
CVE-2025-66061,1.0,0.004240011226851852,,,,
CVE-2025-66060,1.0,0.004240011226851852,,,,
CVE-2025-66059,1.0,0.004240011226851852,,,,
CVE-2025-66032,1.0,0.004240011226851852,,,,
CVE-2025-66423,1.0,0.004240011226851852,,,,
CVE-2025-66422,1.0,0.004240011226851852,,,,
CVE-2025-66399,1.0,0.004240011226851852,,,,
CVE-2025-66334,1.0,0.004240011226851852,,,,
CVE-2025-66333,1.0,0.004240011226851852,,,,
CVE-2025-66332,1.0,0.004240011226851852,,,,
CVE-2025-66331,1.0,0.004240011226851852,,,,
CVE-2025-66330,1.0,0.004240011226851852,,,,
CVE-2025-66329,1.0,0.004240011226851852,,,,
CVE-2025-66328,1.0,0.004240011226851852,,,,
CVE-2025-66327,1.0,0.004240011226851852,,,,
CVE-2025-66326,1.0,0.004240011226851852,,,,
CVE-2025-66325,1.0,0.004240011226851852,,,,
CVE-2025-66324,1.0,0.004240011226851852,,,,
CVE-2025-66323,1.0,0.004240011226851852,,,,
CVE-2025-66322,1.0,0.004240011226851852,,,,
CVE-2025-11154,1.0,0.004240011226851852,,,,
CVE-2025-9809,1.0,0.004240011226851852,,,,
CVE-2025-9312,1.0,0.004240011226851852,,,,
CVE-2025-8854,1.0,0.004240011226851852,,,,
CVE-2025-6680,1.0,0.004240011226851852,,,,
CVE-2025-6670,1.0,0.004240011226851852,,,,
CVE-2025-66629,1.0,0.004240011226851852,,,,
CVE-2025-66581,1.0,0.004240011226851852,,,,
CVE-2025-66568,1.0,0.004240011226851852,,,,
CVE-2025-66567,1.0,0.004240011226851852,,,,
CVE-2025-66558,1.0,0.004240011226851852,,,,
CVE-2025-66557,1.0,0.004240011226851852,,,,
CVE-2025-66556,1.0,0.004240011226851852,,,,
CVE-2025-66554,1.0,0.004240011226851852,,,,
CVE-2025-66553,1.0,0.004240011226851852,,,,
CVE-2025-66552,1.0,0.004240011226851852,,,,
CVE-2025-12635,1.0,0.004240011226851852,,,,
CVE-2025-12469,1.0,0.004240011226851852,,,,
CVE-2025-12468,1.0,0.004240011226851852,,,,
CVE-2025-12466,1.0,0.004240011226851852,,,,
CVE-2025-12331,1.0,0.004240011226851852,,,,
CVE-2025-12330,1.0,0.004240011226851852,,,,
CVE-2025-12119,1.0,0.004240011226851852,,,,
CVE-2025-11979,1.0,0.004240011226851852,,,,
CVE-2025-11932,1.0,0.004240011226851852,,,,
CVE-2025-11931,1.0,0.004240011226851852,,,,
CVE-2025-11892,1.0,0.004240011226851852,,,,
CVE-2025-11695,1.0,0.004240011226851852,,,,
CVE-2025-11625,1.0,0.004240011226851852,,,,
CVE-2025-11624,1.0,0.004240011226851852,,,,
CVE-2025-11578,1.0,0.004240011226851852,,,,
CVE-2025-11564,1.0,0.004240011226851852,,,,
